,Date,Reviews,Ratings,Label
573,28-Oct-16,"The Internet Sales staff were excellent.  Ready for each appointment I made.  Listened to what I wanted.  Showed me choices and worked hard to get what I needed.  All the other Sales people pitched in as well, with going over how the car worked while my salesperson was with another client. Didn't feel like he was put out helping someone else's client.  All very professional.",5,
574,28-Oct-16,I appreciated the fact that I was able to communicate by email with Elwira Wilczynska until the point I was ready to come in and sign the paperwork for the car. She responded right away to correspondence sent through True Car describing the make/model/color I wanted. The color I was looking for was not easy to find. Pricing was more than fair and the experience was as hassle free as it can be in buying a new car. I highly recommend Capital Hyundai and Elwira if you are looking for a new car.,5,
575,28-Oct-16,This dealership was fantastic. James was straightforward about the vehicle pricing and my trade in value. I would highly recommend this dealership to anyone looking to buy a car and is tired of pushy salespeople who don't look out for their customer. The team at Capital Hyundai truly understand how to create a quality customer experience,5,
576,27-Oct-16,This dealership completed everything in the right amount of time! Will most definitely refer my friends and family here. My sister is thinking of buying a new car also! I will tell her to visit Simon and Steve,5,
577,27-Oct-16,"I went online searched for my car and applied for an auto loan. Within, 30, I was contacted by Steve who remembered me from a few years ago when my sister purchased her car from Capitol. I will always buy from Capitol Hyundai and refer family and friends.",5,
579,26-Oct-16,We went to test drive the Sonata Hybrid with Simmon.  He was very courteous and answered our questions.  He called us to follow up later and we told him what price we were willing to pay based on what we were offered from other dealerships.  He and Steven were able to match our price and we came back to purchase the vehicle.  It was very easy and there was no sales pressure.,5,
581,24-Oct-16,"I'd like to thank Capitol Hyundai for their helping me to have a car after several attempts to get one in many car dealerships. They are very friendly, helpful, and understanding to my credit situation. I wish them the best luck.",5,
582,22-Oct-16,"Great, no-pressure environment & friendly and helpful associates! I loved being able to compare models, and make an informed decision on my vehicle. Came in knowing the vehicle I wanted, and left absolutely certain!",5,
584,21-Oct-16,Great customer service and they really want to help you! Definitely ask for Ninous and Ryan! They'll help you the entire way! They want to do what's best for you and to make sure that you're happy with your purchase.,5,
585,20-Oct-16,friendly people to work with and very professional .  Took the time with customer that time required. Very pleasant sales rep. to work with. Will continue to be a customer of Hyundai dealership.,5,
586,20-Oct-16,"Capitol Hyundai was very professional and exceeded my expectations ! Great staff !!! I recommend them to all my family and friends ! Thanks Capitol Hyundai, looking forward to a long relationship.",5,
587,20-Oct-16,"We were looking for a Genesis G80, and James was a wealth of information for the car. We had gone to several other dealers that weekend and had the most pleasant and professional interaction with James. He was extremely patient and respectful of us while we took our time exploring and discussing the car. He went through the car's extensive technology features in detail, and provided some of his own personal experiences with the car for a nice comparison. Overall, the staff here was very professional and friendly.",5,
588,20-Oct-16,"Fantastic experience. Over the top - informative, personal and welcoming. Can't say enough about their team!!! Successfully resolved a change, on our part, in mid-course with professionalism. Will highly recommend them to others.",5,
589,19-Oct-16,"I had three great experiences with Capitol Hyundai and working with Cameron, two leases and another a purchase. I never felt pressured or as if I wasn't getting a great deal. All staff were friendly and welcoming. I really couldn't have asked for better customer service!",5,
593,13-Oct-16,everyone was very friendly and very helpful they did not push us to purchase a new car they answered all our questions in a professional way,5,
594,13-Oct-16,Casey Wilson was amazing!! I never felt pressured and he did everything in his power to get me into a car.  He is very personable.  The time went fast while we worked a deal.  I have recommended him to all my friends. Falil was very efficient and proficient.  He made the financial process very easy.,5,
